"description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"Searcher. Conservative/Libertarian Christian Looking for answers that make sense . . . Dialysis is a drag.  The world does not exist in a series of absolutes.",304972,3466,16865,3598,"https://t.co/nu0iB2EvKJ","Jim Polk","2009-04-28 15:56:13",FALSE,FALSE,"JimPolk","Rochester, NY, USA","en",36046325,354,FALSE,"http://pbs.twimg.com/profile_images/752751131412037632/1NzznK0V_normal.jpg"
"Love God, my Dogs and Husband -Mother of 2, Proud Grandma, #MAGA , #QANON, @POTUS, #FreeTheInternet, #BoycottFacebook, #HRCVideo, #Obamagate<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",5614,5010,16788,5393,NA,"MAGA10x10","2011-01-31 11:31:42",FALSE,FALSE,"sdavisaz","USA","en",245242887,3,FALSE,"http://pbs.twimg.com/profile_images/947511230524096512/Y_HA4nn7_normal.jpg"
"Viral molecular geneticist. Dad. Hominid. Views are my own.",4992,936,21428,4042,NA,"Jeremy","2010-03-28 08:49:27",FALSE,FALSE,"karyotypical","Louisiana, USA","en",127132768,24,FALSE,"http://pbs.twimg.com/profile_images/836206425474924544/4vwKXPGh_normal.jpg"
"Poxvirus and host tropism determinants
Viruses in general are just amazing! Let the curiosity lead the way.",1791,196,1741,226,NA,"Jia Liu","2015-02-24 23:44:15",FALSE,FALSE,"LiuLab4Virology","University of Arkansas, USA","en",3040061347,21,FALSE,"http://pbs.twimg.com/profile_images/622942274670850048/iiUqHMvI_normal.jpg"
"Ne mutlu türküm diyene<ed><U+00A0><U+00BC><ed><U+00B7><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> RTE<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> fuck kurdistan<ed><U+00A0><U+00BC><ed><U+00B7><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7>",1089,51,1567,197,NA,"Ceylan Ceylin","2016-11-15 05:29:19",FALSE,FALSE,"ceylin_Ceylan_1","District of Columbia, USA","en",798321947549585408,0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"a pediatrician grumpy about the crazy stuff in pediatrics & healthcare, but not about kids",234,142,133,181,"https://t.co/Iu7LtqIPnj","Grumpy Pediatrician","2015-12-16 18:39:25",FALSE,FALSE,"grumpypedi","Tampa Bay, Florida, USA","en",4503374081,3,FALSE,"http://pbs.twimg.com/profile_images/697127415361990656/E6nAD94z_normal.png"
"TEPHINET, a program of @TFGH, is a global network of 69 Field Epidemiology Training Programs (FETPs) improving public health training and response.",2550,1243,893,479,"https://t.co/t3K4oQCS3f","TEPHINET","2010-12-07 09:10:30",FALSE,FALSE,"tephinet","Atlanta, GA, USA","en",223716829,37,FALSE,"http://pbs.twimg.com/profile_images/950755443231641600/JV0nyCiQ_normal.jpg"
"Director, Office of Advanced Practice University of Colorado Hospital",1825,126,2930,60,NA,"Jennifer Rodgers","2017-06-26 04:21:59",FALSE,FALSE,"pulmnp","Colorado, USA","en",879132596445224960,2,FALSE,"http://pbs.twimg.com/profile_images/879135287900872704/BFtt1M1C_normal.jpg"
"La Asociación de Salud Primaria de Puerto Rico apoya a la Red de Prevención y Salud Primaria 330 a ofrecer servicios de salud asequibles y de alta calidad.",1036,378,36,383,"http://t.co/kqITItwkxf","ASPPR","2015-08-05 03:56:55",FALSE,FALSE,"saludprimariapr","Puerto Rico, USA","en",3306378126,2,FALSE,"http://pbs.twimg.com/profile_images/629006294062514176/4_2courr_normal.jpg"
"Experienced #Marketing & Project Manager Hailing from the Technology, Finance, Legal & Health Advocacy Sectors <U+2605> Animal Lover <U+2605> Travel Enthusiast <U+2605> Proud Geek",2422,359,53,328,"https://t.co/uciVMZm1H3","Sarah Kastrinelis <U+272A>","2015-09-03 20:38:59",FALSE,FALSE,"SKastrinelis","Massachusetts, USA","en",3535787543,124,FALSE,"http://pbs.twimg.com/profile_images/750724994133622785/w5m7s195_normal.jpg"
"Offering high quality #American grown #organic #hemp products. Infused #capsules, #tinctures, lotions, #oils, and teas. Free first class shipping on all orders.",4072,6096,14853,2984,"https://t.co/9hxbMAR3m6","Hemp Direct","2016-06-24 20:27:25",FALSE,FALSE,"Hemp_Direct","Hawesville, KY 42348, USA","en",746379210260942848,203,FALSE,"http://pbs.twimg.com/profile_images/951086763807780864/B3OFmO_K_normal.jpg"
"A molecular diagnostics company commercializing disruptive innovations and targeted applications for Next Generation Sequencing.

Support: +1 (617) 500 0790",7343,866,253,1176,"http://t.co/Q7JZrYoKNT","Omixon","2011-08-10 20:51:40",FALSE,FALSE,"OmixonBio","Cambridge, MA, USA","en",352448762,89,FALSE,"http://pbs.twimg.com/profile_images/832243200370814977/shg4sESF_normal.jpg"
"Latest #medicalnews and #healthnews for discussion. Personal tweets and not medical advice.",2601,292,3,184,"https://t.co/9C0H9OpiaD","DrPenna Medical News","2016-09-22 06:47:38",FALSE,FALSE,"MedicalPenn","Pennsylvania, USA","en",778787813961637888,122,FALSE,"http://pbs.twimg.com/profile_images/795695807345336325/Dbid0b-9_normal.jpg"
"Advising clients in using IT to improve Healthcare & Life Sciences business via #strategy #Pharma #MedicalDevice #HealthIT #cloudcomputing #IoT #Blockchain",22763,4630,5238,4533,"http://t.co/iDvP5MJLAC","Jim Sabogal",NA,FALSE,FALSE,"jimsabogal","Lower Makefield, PA  USA","en",89802513,1319,FALSE,"http://pbs.twimg.com/profile_images/828338789168926720/zxvQjNL__normal.jpg"
"Hooray Way is about how to survive a wide variety of syndromes, disorders, and diseases.",66,16,46,78,"https://t.co/AC9eoPB8vX","Hip Hip Hooray - There is a Way",NA,FALSE,FALSE,"HoorayWay","USA","en",951633420962078720,0,FALSE,"http://pbs.twimg.com/profile_images/954423589213646848/ZNZ3Z2kk_normal.jpg"
"I <U+2764><U+FE0F> God. I <U+2764><U+FE0F> people. I'm a wife, mom, friend, social advocate, life learner & so much more. I think of myself as a life practitioner b/c I practice each day.",3671,509,435,768,"https://t.co/AC9eoPB8vX","Andrea Catlett",NA,FALSE,FALSE,"AndreaCatlett","Colorado, USA","en",23214109,14,FALSE,"http://pbs.twimg.com/profile_images/810623031366144001/RPMY4v0j_normal.jpg"
"La emisora de noticias y análisis de más audiencia en Puerto Rico. Primeros Con La Noticia. Contacto: noticias@unoradio.com",150847,214236,3049,711,"https://t.co/MF1re9QqVk","NotiUno 630",NA,FALSE,TRUE,"NotiUno","Puerto Rico, USA <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>","en",54919560,967,FALSE,"http://pbs.twimg.com/profile_images/948570914656018432/MUwqV58T_normal.jpg"
"Texas, Okinawa, Kubasaki, scuba/snorkle, DC, juggler, trapeze, knitter, body-flying, DG, Relay, cancer hater, caregiver, and (best of all) husband to Deirdre!",1853,49,3344,48,"https://t.co/ocwpUpeH07","Charles Holder",NA,FALSE,FALSE,"OkiJuggler","Maryland, USA","en",564892338,1,FALSE,"http://pbs.twimg.com/profile_images/601962581205516288/_hvPduTI_normal.jpg"
"Social Media Personality, Reportero del Tránsito, Caza Noticias, Weather Lover , Tuitero y Pet Lover.",309838,5221,51236,2298,"https://t.co/VgLfLIDibA","Yarim Correa <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7>",NA,FALSE,FALSE,"YarimCorrea","Puerto Rico, USA","en",104481563,254,FALSE,"http://pbs.twimg.com/profile_images/967400871368806405/NQyUMTLA_normal.jpg"
"The Regulatory Affairs Professionals Society (RAPS) is an international membership organization of regulatory professionals in the healthcare products sector.",21805,8389,1176,1298,"http://t.co/Y2v9zKFDvd","RAPS",NA,FALSE,FALSE,"RAPSorg","Rockville, MD, USA","en",111425542,293,FALSE,"http://pbs.twimg.com/profile_images/815349887218946052/UdvkwZG1_normal.jpg"
"<U+2695>MD candidate & Clinical Research Scholar @EastCarolina pursuing #Physiatry - MS in #SportsMed & advocate for sensible #Spine care @thereflexreview",2478,3153,8659,3427,"https://t.co/JEHYs3HMJn","Jim Eubanks",NA,FALSE,FALSE,"drjeubanks","North Carolina, USA","en",23569903,34,FALSE,"http://pbs.twimg.com/profile_images/838228359201107969/f9vPfbVK_normal.jpg"
"Transforming infectious disease diagnostics with #genomics. Our #NGS blood test detects 1K+ pathogens via microbial cell-free DNA. CLIA & CAP accredited lab.",607,854,412,2406,"https://t.co/kLfZd2CmmJ","Karius, Inc.",NA,FALSE,FALSE,"kariusdx","California, USA","en",3139856935,13,FALSE,"http://pbs.twimg.com/profile_images/913777792579457024/BuUJjvTV_normal.jpg"
"Visionary trauma informed mental health professional focused on creating resilient communities. Co-Founder of @BALLPARkco #Husband #Father #Philosopher #Love",261,60,169,346,NA,"Michael Ross, LCSW",NA,FALSE,FALSE,"MRossLCSW","Indiana, USA","en",899777945824350208,0,FALSE,"http://pbs.twimg.com/profile_images/926970256664547328/S8-kgfCi_normal.jpg"
"#MultipleSclerosis #Survivor #Clinically #Depressed #Musician #Truth #Seeker #Avid #Reader #Single #Christian #Spiritual #Believer &  #Living #Beyond the #Veil",13642,6030,34,2789,"https://t.co/zVADPlpF7Z","@KPsychonautics",NA,FALSE,FALSE,"KPsychonautics","Ohio, USA","en",460666455,186,FALSE,"http://pbs.twimg.com/profile_images/961147683896528896/jJqbJwzR_normal.jpg"
"Graduate student @ENMU: microbiologist by practice, epidemiologist at heart.",1948,211,1863,391,NA,"Alby",NA,FALSE,FALSE,"Zombie8mybrainz","New Mexico, USA","en",1107809928,8,FALSE,"http://pbs.twimg.com/profile_images/855565883502075904/HS_TaVOS_normal.jpg"
"Tracking and analyzing Zika, H1N1 and H3N2 swine flu, MERS-CoV, and Ebola",57618,1324,5,222,"http://t.co/YbBDeOeuIu","Henry L Niman PhD",NA,FALSE,FALSE,"hniman","Pittsburgh, PA USA","en",69657091,108,FALSE,"http://pbs.twimg.com/profile_images/1303713551/IMG_2253_normal.JPG"
"We are all about unbiased, accurate, scientifically proven information on Health and living. Check out our upcoming FREE! live-stream conference Feb 2018",8349,1525,352,1120,"https://t.co/UBBQUwV4U1","RealTruthAboutHealth",NA,FALSE,FALSE,"RTAHealth","New York, USA","en",1329084944,66,FALSE,"http://pbs.twimg.com/profile_images/954054349944012801/2ZCpHTGY_normal.jpg"
"An Englishman in the USA. Father. Husband too, apparently. Drug Dealer. West Ham frew an' frew. SirStoney on KUMB. I don’t eat at Taco Bell. Wankers.",35070,968,281,1408,NA,"Tyrone Stone™",NA,FALSE,FALSE,"BritInTheMitt","MI, USA","en",149181029,14,FALSE,"http://pbs.twimg.com/profile_images/943173922857652224/1FgXysXj_normal.jpg"
"Virtual Immunization Communication Network  |  Connecting health & communication professionals with IZ information  | http://t.co/nMIrb9uv7d",5792,1048,211,262,"http://t.co/dAdCnjC1Jr","VICNetwork",NA,FALSE,FALSE,"VICNetwork","USA","en",133923718,43,FALSE,"http://pbs.twimg.com/profile_images/853585824/Publication2_normal.jpg"
"Product Reviewer. Handmade vintage inspired hair fascinators, hair flowers, custom orders. #productreviewer #reviews #blogger",1809,3188,5,658,"http://t.co/baVp9APGqK","beevintagehoney",NA,FALSE,FALSE,"beevintagehoney","USA","en",17179266,34,FALSE,"http://pbs.twimg.com/profile_images/260892067/pink_miss_normal.jpg"
"Professor of Digital Media <ed><U+00A0><U+00BD><ed><U+00B4><U+00BC>Writer<ed><U+00A0><U+00BD><ed><U+00B4><U+00BC> Empowerment Speaker<ed><U+00A0><U+00BD><ed><U+00B4><U+00BC>Reality TV Junkie",120,32,122,124,"https://t.co/F7F04ZzOiT","DoctahSimmons",NA,FALSE,FALSE,"DoctahSimmons","South Carolina, USA","en",966916901262655488,0,FALSE,"http://pbs.twimg.com/profile_images/966921203158892544/68Qe9USy_normal.jpg"
"Germs are Groovy. Public Health Epidemiologist/ Communicable Disease Investigator. MS, MPH",2538,294,2095,780,"http://linkedin.com/in/lisamack72","Lisa Mack",NA,FALSE,FALSE,"lisaluvshoes","Voorhees NJ. USA","en",166604726,13,FALSE,"http://pbs.twimg.com/profile_images/950927154719678464/44CFkC2o_normal.jpg"
"“Two things are infinite: the universe and human stupidity; and I'm not sure about the universe.”  <U+2015> Albert Einstein #twd #TheXFiles,#AncientAliens #the100",45506,7696,39737,5007,NA,"Amy Kay Clinton",NA,FALSE,FALSE,"AmyClinton67","Gatlinburg, TN, USA","en",1431610430,229,FALSE,"http://pbs.twimg.com/profile_images/969288940015337472/qnMFWnuc_normal.jpg"
"",647,20,1,0,"https://t.co/2JA9wiQrbf","General Biotics, Inc",NA,FALSE,FALSE,"General_Biotics","California, USA","en",832348806922407936,3,FALSE,"http://pbs.twimg.com/profile_images/832378143654567936/HHeM0RDh_normal.jpg"
"Wife/Mother/Grandmother x15/Con/Gop/ take back the USA from the Liberal Progressive Loons #Trump45 #MAGA #StandUp https://t.co/AwWC3LVrnP #Benghazi",80295,9170,64293,9315,NA,"MaryEllenDwyer",NA,FALSE,FALSE,"DwyerEllen","New York, USA","en",1658157224,103,FALSE,"http://pbs.twimg.com/profile_images/676045121201250304/3oU-9vxW_normal.jpg"
"Anti-Aging Through Nutraceuticals",1738,558,207,921,"http://t.co/SfyhGQmywh","Dr. Murray's Online",NA,FALSE,FALSE,"DrMurraysOnline","USA","en",1673827434,24,FALSE,"http://pbs.twimg.com/profile_images/378800000534957679/e4118f24ec2fe2031dc4489f16fb5557_normal.jpeg"
"Special Education Teacher (Early Intervention). Disgusted by Drumpf, the GOP and their supporters. Trying to wake people up! #FBR #TheResistance #BlueWave",2317,2007,68443,2408,NA,"Melissa",NA,FALSE,FALSE,"MelissaL11754","New York, USA","en",827521330056671232,1,FALSE,"http://pbs.twimg.com/profile_images/918151913677475843/yIZjK_7w_normal.jpg"
"CEO of @Jet_AirWerks, @USNavy Veteran, #GoldStarFamily, Kansas State Senate Candidate (2X), Dad & PopPop to many. #HR1928 #S2430",5075,11219,3458,5548,"https://t.co/2GMed86ZUb","Keith Humphrey",NA,FALSE,TRUE,"Keith_Humphrey","Kansas USA","en",17602434,329,FALSE,"http://pbs.twimg.com/profile_images/926157426499321856/S5v2XwUb_normal.jpg"
"Public Servant <ed><U+00A0><U+00BD><ed><U+00B1><U+00A8><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+200D><ed><U+00A0><U+00BD><ed><U+00BA><U+0092> First Responder <ed><U+00A0><U+00BD><ed><U+00BA><U+0092>. The @memgrizz <ed><U+00A0><U+00BD><ed><U+00B0><U+00BB><ed><U+00A0><U+00BC><ed><U+00BF><U+0080> are <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>.",45105,2261,77844,3858,"https://t.co/ALuJYpbtiT","DeWayne Rose",NA,FALSE,FALSE,"ChiefRose19","Marion, AR, USA","en",1534321752,77,FALSE,"http://pbs.twimg.com/profile_images/970472420661448704/n6gWdu_m_normal.jpg"
"One of America's leading health care providers & not-for-profit health plans. Tweets <U+2260> medical advice. Kaiser Foundation Health Plan of Washington.",8816,6832,2492,1236,"https://t.co/mbzTVcDUzU","Kaiser Permanente WA",NA,FALSE,FALSE,"kpwashington","Washington, USA","en",25168788,324,FALSE,"http://pbs.twimg.com/profile_images/838617874264514561/CESu09Pa_normal.jpg"
"Graduado en la Facultad de Derecho de la Universidad de la Habana, Cuba.",5588,64,99,33,NA,"Felipe",NA,FALSE,FALSE,"2704felipe_1","Florida, USA","es",4759791753,7,FALSE,"http://pbs.twimg.com/profile_images/762419568044224513/cz8F-ut6_normal.jpg"
"RN School Nurse",2545,705,4484,375,NA,"Sheila Caldwell",NA,FALSE,FALSE,"SCaldwell7201","New Jersey, USA","en",3341906981,23,FALSE,"http://pbs.twimg.com/profile_images/814680872167190529/WcSB1Aai_normal.jpg"
"Largest not-for-profit health care system in Texas. <U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B>Inpatient, outpatient, rehab & emergency services in 48 hospitals & 1000+ patient access points",4704,3524,2504,135,"https://t.co/v9mMDtjZhX","Baylor Scott & White",NA,FALSE,FALSE,"bswhealth","Texas, USA","en",3794863392,140,FALSE,"http://pbs.twimg.com/profile_images/684818494689525760/TpqVHaBc_normal.png"
"Vintage handbags seller",48621,585,11506,391,"https://t.co/pYW5L5bfu1","wanda",NA,FALSE,FALSE,"wandaviswa","Florida, USA","en",3817084823,1080,FALSE,"http://pbs.twimg.com/profile_images/935475699674157057/YwGRSVUX_normal.jpg"
"Groundbreaking Oral Health Product. Disposable toothbrush shield. 99.9% proven barrier against bacteria.

Facebook: https://t.co/gM8xFgnQGP",3009,4473,4648,4850,"http://t.co/jWiCBDGmDc","IntelliDent",NA,FALSE,FALSE,"IntelliDent1","Made in the USA","en",1702867363,83,FALSE,"http://pbs.twimg.com/profile_images/671131365606359040/8nsB43Tf_normal.jpg"
"SSE Mid-Atlantic / Enterprise @ Nutanix. | Dad. Husband. Blockchain enthusiast. OSS Advocate. Skydiver. Culinary Adventurer. Views are my own.",683,341,308,655,"http://t.co/Yv8HawUTZL","Paul Peeler",NA,FALSE,FALSE,"paulpeeler","Charlotte, NC - USA","en",26017336,47,FALSE,"http://pbs.twimg.com/profile_images/459329458151772160/vtINyo0Z_normal.jpeg"
"Dental Continuing Education Services",295,76,370,206,NA,"Hygienewize",NA,FALSE,FALSE,"hygienewize","California, USA","en",872319460761382912,0,FALSE,"http://pbs.twimg.com/profile_images/872470354601549824/o4FF59Pm_normal.jpg"
"I am grateful for what God has given me in life. I enjoy reading Tweets about Gratitude. Please keep sharing!",112659,2441,5984,10,NA,"Gratitude",NA,FALSE,FALSE,"GratBot","Arizona, USA","en",759390438843256832,996,FALSE,"http://pbs.twimg.com/profile_images/926236646235717632/l0CToTYl_normal.jpg"
"I am grateful for what God has given me in life. I enjoy reading Tweets about Gratitude. Please keep sharing!",112659,2441,5984,10,NA,"Gratitude",NA,FALSE,FALSE,"GratBot","Arizona, USA","en",759390438843256832,996,FALSE,"http://pbs.twimg.com/profile_images/926236646235717632/l0CToTYl_normal.jpg"
"PRO-USA/VETS, Anti-Collectivism, Original Content, News, Biting Sarcasm, RTs, and Relevant Images. Concerned Father/Husband/Patriot!  #MAGA! #USA! #GOD! & <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",19210,995,11849,34,"https://t.co/TjkWV3diAH","Patriot Swag",NA,FALSE,FALSE,"Sheepdog4USA","New York, USA","en",3819657628,35,FALSE,"http://pbs.twimg.com/profile_images/649027891557212160/rzfC31gO_normal.jpg"
"<ed><U+00A0><U+00BC><ed><U+00BE><U+0080>Michigan based Youtuber and blogger<ed><U+00A0><U+00BC><ed><U+00BE><U+0080>",5446,273,1566,265,"https://t.co/xHPTP8Uu0w","Sélah",NA,FALSE,FALSE,"selahhhhhhh","Michigan, USA","en",2670702439,3,FALSE,"http://pbs.twimg.com/profile_images/941077546938044416/z5ZKsZjB_normal.jpg"
"News World News",154,124,2,1004,NA,"WNews",NA,FALSE,FALSE,"WNewsorg","New York, USA","en",938876793213325312,0,FALSE,"http://pbs.twimg.com/profile_images/938892162430918656/4gjd18B2_normal.jpg"
"News World News",154,124,2,1004,NA,"WNews",NA,FALSE,FALSE,"WNewsorg","New York, USA","en",938876793213325312,0,FALSE,"http://pbs.twimg.com/profile_images/938892162430918656/4gjd18B2_normal.jpg"
"We're a travel library for people curious about the world! Love food, coffee, deep culture, and meeting new friends. #WHTravelBloggers #StudyAbroadBecause",137159,23849,1931,17557,"http://t.co/zQUJhARndC","Wandering Educators",NA,FALSE,FALSE,"WanderingEds","USA","en",26006577,1290,FALSE,"http://pbs.twimg.com/profile_images/112642200/Final_WE_jpeg_Logo-_3__normal.jpg"
"just a regular guy but for supporters of identity politics my demographic would be “deplorable, bitter clinger “. but I’m really not bitter.",10579,863,23657,1879,NA,"John Tidwell",NA,FALSE,FALSE,"johjhg","Louisiana, USA","en",1864823586,2,FALSE,"http://pbs.twimg.com/profile_images/947192740441444354/jnmpAFmF_normal.jpg"
"#Conservative Catholic,<ed><U+00A0><U+00BD><ed><U+00B2><U+0092> mom, grandmom, wife. Riding the #MAGA TRAIN <ed><U+00A0><U+00BD><ed><U+00BA><U+0082> Politics, Reading and Great Books #BuildTheWall #TrumpTrain #BackTheBlue <ed><U+00A0><U+00BD><ed><U+00BA><U+00AB> SHARIA LAW",20328,2216,33235,2318,NA,"Nightowl",NA,FALSE,FALSE,"nightOwlbookLvr","Pennsylvania, USA","en",895520196382863360,2,FALSE,"http://pbs.twimg.com/profile_images/962106841567252482/N39hfvFJ_normal.jpg"
"Retired, Conservative, Househusband, Information Junkie Followed by Gen. Flynn: Leslie Marshall: Emerald Robinson OANN:",76817,2127,5154,4201,NA,"Rddock",NA,FALSE,FALSE,"iamshort2015","South Carolina, USA","en",783014727903481856,75,FALSE,"http://pbs.twimg.com/profile_images/783128856400191489/NoKKSamo_normal.jpg"
"",766,13,474,41,NA,"Jay Pellegrino",NA,FALSE,FALSE,"JayPellegrino76","New Jersey, USA","en",976380024,0,FALSE,"http://pbs.twimg.com/profile_images/837469355717840896/wnAekEfK_normal.jpg"
"",7179,3042,35694,2597,NA,"DD",NA,FALSE,FALSE,"2050CyberSpace","USA","en",3403327349,4,FALSE,"http://pbs.twimg.com/profile_images/970577052956069888/eXZEfIwp_normal.jpg"
"Christian<U+271D><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BF><U+009D><U+FE0F>Mom<ed><U+00A0><U+00BD><ed><U+00B2><U+009E>Conservative<ed><U+00A0><U+00BC><ed><U+00BF><U+0096><U+FE0F> Wife #MAGA<ed><U+00A0><U+00BD><ed><U+00B1><U+0093>#1A support #2A  @DineshDSouza @GenFlynn @WayneDupreeShow @mitchellvii @Scaramucci",152915,6290,77018,6450,NA,"2nd REVOLUTION",NA,FALSE,FALSE,"AmericaCongress","USA","en",2310760531,91,FALSE,"http://pbs.twimg.com/profile_images/970554311875887104/iqsonHzk_normal.jpg"
"<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>God,Family,Country<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>Proud supporter of @realdonaldtrump #IStandwIsrael <ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B1> FB @Scaramucci @OliverMcGee. #UraniumOne #Obamagate #Hillarydossier #soon",4890,1496,15793,1638,NA,"Arthur Puccini",NA,FALSE,FALSE,"Excalibur0707","New Mexico, USA","en",315323692,2,FALSE,"http://pbs.twimg.com/profile_images/904172675374841856/jiHeR0y1_normal.jpg"
"Bucket list goal: Volcano wedding. <ed><U+00A0><U+00BC><ed><U+00BC><U+008B><ed><U+00A0><U+00BD><ed><U+00B1><U+00B0> #music, #bookreviews #blog #musicreviews #comicbooks #bucketlist",21619,2668,6608,3392,"https://t.co/kdgkLAfnN0","Chasing Destino",NA,FALSE,FALSE,"evadiva0516","Ohio, USA","en",940383367,220,FALSE,"http://pbs.twimg.com/profile_images/959100689615028226/7a0huP9B_normal.jpg"
"God & country <ed><U+00A0><U+00BD><ed><U+00B5><U+00AF><U+2728><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><U+271D>",542,84,881,58,NA,"Beth",NA,FALSE,FALSE,"div_ini_ty","California, USA","en",805443949011701760,0,FALSE,"http://pbs.twimg.com/profile_images/840591499544817665/8s_uYL1o_normal.jpg"
"We are two high school students expanding our taste buds by trying new and exotics foods in culturally diverse, Southern California.",196,158,42,162,"https://t.co/ra2da5784d","Foo D Finders",NA,FALSE,FALSE,"FooFinders","California, USA","en",905635379641966592,1,FALSE,"http://pbs.twimg.com/profile_images/908876811362115584/5RjcOono_normal.jpg"
"Just here to ask some questions.",21465,319,27067,1005,NA,"Cory Kemp",NA,FALSE,FALSE,"PertinentQs","Washington, USA","en",775831150686113792,9,FALSE,"http://pbs.twimg.com/profile_images/775835899741417473/_6j7YsQ-_normal.jpg"
"Married 2 Lopaka<U+2764>kids & g-ma 2-9 little ladies
Author: The Monster in Lulus Head
Protect our National Forests or lose them 
Trump? Uhg. I can't.
US News #resist",1707,478,11287,590,NA,"Lopakalulu",NA,FALSE,FALSE,"GuesLori","Utah, USA","en",837478531911180288,0,FALSE,"http://pbs.twimg.com/profile_images/937689667968778240/r6mle3bq_normal.jpg"
"Grateful Mom, Wife, Lifestyle + Travel Blogger, Brand Ambassador & the voice behind Mommy Snippets: #Parenting, #Lifestyle, #Faith, #Travel, #Food #SouthTexas",29571,19628,761,11903,"https://t.co/zNbQVKr1fI","Marina John",NA,FALSE,FALSE,"mommysnippets","Texas, USA","en",26589876,520,FALSE,"http://pbs.twimg.com/profile_images/763136204682301440/z01mR-KL_normal.jpg"
"Slightly mental.",1435,11,572,157,NA,"delayogame",NA,FALSE,FALSE,"delayOgame","USA","en",864625531332853760,0,FALSE,"http://pbs.twimg.com/profile_images/864632363887640576/P4uoF1CI_normal.jpg"
"#CHRISTIAN,Husband Air Force #Vet,1 SUPER SON, #PATRIOT, 70's girl<ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>SUBSTITUTE<ed><U+00A0><U+00BD><ed><U+00B3><U+009D>#DEPLORABLES<ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>#MAGA <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>#CCOT #CONSERVATIVE, #TrumpSupporter #NRA",32695,8248,36086,8018,NA,"Susan Stagner",NA,FALSE,FALSE,"Childlikefaaith","Texas, USA","en",46806111,22,FALSE,"http://pbs.twimg.com/profile_images/925008075408461824/d0-5Ugkh_normal.jpg"
"",7,0,12,7,NA,"Korynn",NA,FALSE,FALSE,"Korynn13","Ohio, USA","en",951650215471218688,0,FALSE,"http://pbs.twimg.com/profile_images/951651014347821058/a-OZX5jh_normal.jpg"
"Twitch and Beam Broadcaster",2241,88,1438,91,"https://t.co/8j4beOS6k0","<ed><U+00A0><U+00BC><ed><U+00BE><U+00AE>Murphy<ed><U+00A0><U+00BC><ed><U+00BE><U+00AE>",NA,FALSE,FALSE,"ProdigalGamer64","Ohio, USA","en",388875992,4,FALSE,"http://pbs.twimg.com/profile_images/958788050984820736/h5u5PX4Z_normal.jpg"
"#ThisIsNotNormal",30256,1350,68455,2038,NA,"Marcie Nelson",NA,FALSE,FALSE,"MNellie555","Salt Lake City, UT, USA","en",531384330,27,FALSE,"http://pbs.twimg.com/profile_images/910707033548005381/iuGrLLRX_normal.jpg"
